url,api,type,boot,logo,urls,user-agent,pass,timeout,core,ua,epg,catchup,playertype,ext,name
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/all.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,最强国内直播(合并版)
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/tv.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,最强国内直播
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/tv.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date=DATE1SUB,"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,最强国内直播(EPG-1天回看)
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/bjyd.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,BJYD
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/bjyd.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date=DATE1SUB,"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,BJYD(EPG-1天回看)
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/bjyd.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date=DATE2SUB,"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,BJYD(EPG-2天回看)
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/bjyd.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date=DATE3SUB,"{'type': 'append', 'source': ""?livemode=4&starttime=${(b)yyyyMMdd'T'HHmm}00.00Z&endtime=${(e)yyyyMMdd'T'HHmm}00.00Z""}",,,BJYD(EPG-3天回看)
https://cnb.cool/fish2018/pg/-/git/raw/master/lib/biptv.txt,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,"BIPTV(IPV6,可回看)"
http://127.0.0.1:10079/dlnam3u/tv.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15.,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,PandaGo投屏直播接收记录
http://127.0.0.1:10079/c/3600/proxy/https://raw.githubusercontent.com/fanmingming/live/refs/heads/main/tv/m3u/ipv6.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,FMM.m3u
http://127.0.0.1:10079/mp4/3600/proxy/https://raw.githubusercontent.com/fanmingming/live/refs/heads/main/tv/m3u/ipv6.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,FMM.m3u.音质增强
http://127.0.0.1:10079/c/60/null/http://127.0.0.1:35456/txevent.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊TX赛事直播
http://127.0.0.1:10079/c/60/null/http://127.0.0.1:35456/iqyevent.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊QY赛事直播
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/bililive.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊B站直播
http://127.0.0.1:10079/mp4/3600/null/http://127.0.0.1:35456/bililive.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊B站直播.音质增强
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/huyayqk.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊虎牙一起看
http://127.0.0.1:10079/mp4/3600/null/http://127.0.0.1:35456/huyayqk.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊虎牙一起看.音质增强
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/douyuyqk.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊斗鱼一起看
http://127.0.0.1:10079/mp4/3600/null/http://127.0.0.1:35456/douyuyqk.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊斗鱼一起看.音质增强
http://127.0.0.1:10079/c/3600/null/http://127.0.0.1:35456/yylunbo.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,肥羊YY轮播
https://cnb.cool/fish2018/pg/-/git/raw/master/lib/ytblive.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,YTB直播
http://aktv.top/live.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,AKTV.电视直播
https://tv.iill.top/m3u/Gather,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,Gather.电视直播
https://tv.iill.top/m3u/Live,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,Gather.网络直播
http://127.0.0.1:10079/c/3600/proxy/https://fanmingming.com/txt?url=https://live.fanmingming.cn/tv/m3u/ipv6.m3u,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,FMM.txt
http://127.0.0.1:10079/c/3600/proxy/http://ww.zouming.com/ipv6.txt,,0,,http://127.0.0.1:10079/p/0/proxy/https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://127.0.0.1:10079/p/0/proxy/http://epg.112114.xyz/?ch={name}&date={date},,,,zouming.ipv6
https://cnb.cool/fish2018/pg/-/git/raw/master/lib/yo21.txt,,0,,,,,,,,,,,,,YTLive
,,,,,['proxy://do=live&type=txt&ext='],,,,,,,,,,live
./live/live3.txt,,0,,https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://epg.112114.xyz/?ch={name}&date={date},,1,,live
http://yydf.540734621.xyz/wx/zb/chunyingzhibo.txt,,0,,https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://epg.112114.xyz/?ch={name}&date={date},,1,,春盈
https://live.fanmingming.com/tv/m3u/ipv6.m3u,,0,,https://epg.112114.xyz/logo/{name}.png,,,,,,okhttp/3.15,http://epg.112114.xyz/?ch={name}&date={date},,1,,IPV6
